review,score
"[10, 21, 1166, 17, 288, 7, 108, 155, 30, 873, 38, 5, 35, 17, 1111, 7, 33, 6, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[5, 8, 2, 58, 166, 3, 25, 877, 23, 2, 642, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2248, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[488, 2, 166, 460, 7, 96, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5, 279, 29, 2249, 22, 2, 98, 2250, 119, 12, 91, 325, 7, 33, 172, 4, 2, 75, 8, 101, 2251, 842, 52, 98, 2252, 0, 0, 0, 0, 0, 0, 0]",1
"[12, 130, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1159, 218, 17, 2253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[24, 105, 66, 212, 100, 2254, 38, 6, 41, 4, 2, 45, 9, 17, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[55, 18, 167, 52, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 125, 135, 7, 25, 7, 33, 2, 94, 7, 2255, 561, 10, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2256, 119, 12, 2257, 130, 514, 1205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[56, 9, 29, 113, 2258, 147, 10, 21, 22, 3, 2259, 5, 9, 2, 58, 14, 479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[24, 67, 432, 212, 469, 16, 5, 15, 2, 111, 107, 2, 2260, 8, 1223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[21, 2261, 71, 498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[5, 159, 18, 96, 169, 70, 12, 255, 64, 80, 3, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 2262, 2263, 546, 8, 47, 2264, 7, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 78, 47, 116, 36, 3, 25, 115, 8, 6, 166, 22, 191, 18, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2265, 23, 2, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2266, 43, 244, 4, 122, 2267, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[337, 11, 2268, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 305, 119, 82, 2269, 498, 107, 5, 2270, 52, 98, 4, 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[83, 6, 185, 11, 380, 3, 1212, 92, 238, 23, 10, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[162, 119, 12, 767, 404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 66, 154, 22, 878, 64, 8, 2, 2271, 679, 2272, 2273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[24, 70, 12, 1206, 238, 16, 2, 383, 102, 163, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[583, 276, 10, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1224, 8, 12, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[12, 290, 4, 2, 879, 9, 53, 880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[845, 114, 413, 2, 1225, 370, 2274, 2275, 140, 2276, 2277, 881, 4, 276, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 317, 23, 2, 214, 9, 20, 4, 29, 44, 2, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[115, 3, 125, 280, 2278, 4, 3, 170, 14, 691, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2279, 5, 159, 18, 247, 22, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 882, 44, 39, 1058, 4, 24, 105, 379, 40, 27, 87, 109, 57, 2280, 11, 41, 148, 326, 491, 6, 2281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 349, 44, 20, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[6, 20, 665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[31, 9, 17, 1086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[46, 12, 63, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 1226, 27, 59, 481, 83, 29, 73, 23, 83, 3, 27, 7, 138, 5, 131, 664, 57, 148, 2282, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 203, 2, 2283, 2284, 2285, 190, 16, 2286, 1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3, 9, 2287, 107, 3, 9, 112, 235, 22, 9, 1228, 801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 9, 2288, 107, 59, 1185, 2289, 2290, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[231, 617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[390, 9, 6, 177, 223, 15, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[10, 28, 8, 12, 225, 52, 41, 520, 824, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[88, 12, 39, 38, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 2291, 2292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 26, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[31, 8, 67, 804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3, 105, 481, 416, 2, 2293, 8, 53, 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[29, 40, 1158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[22, 35, 151, 2, 679, 2294, 2295, 2296, 10, 633, 8, 29, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[40, 102, 883, 6, 215, 34, 584, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[10, 2297, 15, 2, 575, 65, 20, 1229, 2298, 692, 4, 118, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[315, 62, 389, 7, 82, 81, 26, 66, 497, 585, 15, 134, 14, 26, 9, 2299, 442, 81, 2300, 9, 693, 221, 39, 152, 9, 690, 1230, 0, 0, 0, 0, 0]",0
"[2, 117, 9, 2, 694, 884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[67, 56, 32, 2301, 39, 6, 270, 349, 4, 391, 13, 2302, 97, 8, 6, 452, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[10, 9, 39, 2, 2303, 2304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 202, 10, 28, 114, 2305, 4, 3, 105, 12, 33, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[460, 39, 6, 19, 435, 28, 7, 2306, 6, 1231, 11, 121, 1232, 2307, 26, 30, 108, 885, 6, 1233, 4, 263, 576, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[242, 3, 39, 10, 28, 6, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 66, 2308, 45, 11, 2, 134, 9, 22, 5, 9, 17, 816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1130, 586, 4, 19, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[153, 31, 2, 443, 109, 64, 227, 39, 3, 9, 821, 207, 41, 152, 126, 7, 2, 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[14, 94, 695, 7, 2309, 9, 6, 1234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[31, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 501, 502, 4, 886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[56, 8, 12, 6, 287, 19, 130, 22, 46, 2310, 64, 253, 22, 696, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[288, 7, 1235, 1034, 132, 552, 44, 19, 107, 34, 44, 1236, 71, 114, 2, 2311, 2312, 4, 159, 18, 170, 7, 174, 5, 13, 2313, 11, 280, 587, 0, 0, 0]",0
"[23, 6, 2314, 823, 81, 248, 9, 17, 444, 4, 615, 20, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[887, 2315, 11, 2316, 16, 121, 11, 2, 117, 169, 1237, 2, 2317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 66, 154, 3, 88, 39, 9, 2, 1175, 2318, 4, 588, 2319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5, 35, 95, 106, 2, 26, 8, 29, 691, 2320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 270, 8, 19, 589, 445, 53, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[49, 24, 170, 6, 351, 53, 63, 7, 104, 2321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[14, 282, 888, 215, 16, 2, 888, 889, 9, 29, 290, 4, 2, 890, 4, 891, 9, 17, 2322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[34, 187, 2, 892, 578, 4, 5, 9, 2323, 4, 502, 23, 2, 348, 16, 6, 72, 1238, 23, 2, 484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[152, 126, 693, 85, 150, 80, 152, 1239, 14, 697, 27, 297, 503, 830, 23, 2, 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[84, 2324, 2325, 8, 29, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[40, 25, 224, 1240, 1241, 1242, 4, 234, 179, 7, 400, 43, 80, 1242, 55, 18, 433, 84, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 1243, 9, 410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[276, 5, 118, 590, 20, 26, 446, 4, 2326, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 698, 1244, 1245, 15, 1246, 149, 8, 62, 254, 893, 2327, 1247, 13, 6, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[12, 113, 591, 4, 39, 183, 2328, 11, 592, 38, 2, 862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 215, 27, 53, 2, 151, 894, 11, 319, 7, 12, 147, 855, 2, 1248, 97, 9, 338, 445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 852, 2329, 9, 12, 66, 852, 30, 2330, 4, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[38, 458, 123, 7, 1249, 14, 895, 208, 3, 2331, 7, 2332, 24, 147, 13, 340, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[10, 28, 2333, 188, 13, 84, 1250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 2334, 32, 36, 2335, 4, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[34, 209, 137, 63, 42, 48, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[34, 32, 29, 475, 34, 202, 10, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[20, 26, 4, 31, 410, 586, 4, 40, 265, 6, 2336, 1197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[165, 6, 20, 41, 38, 2337, 2338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1104, 158, 42, 13, 6, 896, 41, 4, 5, 9, 131, 53, 37, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[34, 110, 2, 26, 4, 1001, 40, 25, 102, 1251, 11, 897, 4, 2, 1252, 23, 2, 594, 9, 898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[6, 20, 143, 7, 1253, 6, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 287, 616, 183, 2339, 4, 100, 699, 4, 2340, 158, 564, 4, 1254, 83, 34, 421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[47, 47, 19, 700, 36, 2, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 31, 9, 1255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[5, 315, 147, 595, 1256, 7, 82, 84, 2341, 97, 9, 267, 92, 76, 2342, 2343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 680, 3, 299, 25, 1257, 22, 10, 28, 46, 1258, 107, 5, 8, 348, 11, 2, 2344, 30, 3, 159, 18, 77, 14, 2345, 2346, 0, 0, 0, 0, 0, 0]",0
"[2, 1248, 392, 8, 211, 2347, 13, 399, 37, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[100, 189, 17, 106, 210, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 596, 504, 349, 44, 17, 19, 4, 1259, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[556, 8, 2, 896, 41, 3, 61, 87, 7, 84, 320, 291, 4, 5, 9, 112, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[56, 8, 29, 113, 19, 26, 15, 149, 22, 3, 227, 2348, 13, 787, 62, 393, 1260, 114, 135, 7, 700, 4, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[269, 48, 8, 39, 2349, 62, 1261, 2350, 283, 204, 2351, 70, 18, 229, 13, 2, 124, 626, 7, 471, 7, 577, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[673, 15, 4, 2, 28, 2352, 39, 62, 312, 1262, 2353, 4, 66, 100, 485, 56, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2, 2354, 4, 1263, 589, 44, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[10, 28, 65, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 2355, 2356, 403, 32, 2357, 99, 247, 39, 6, 1264, 2358, 2359, 7, 2, 2360, 11, 6, 1265, 309, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3, 86, 2, 500, 4, 2, 848, 899, 488, 29, 701, 24, 25, 7, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 153, 1252, 7, 352, 2361, 109, 2, 190, 2362, 17, 2363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[36, 3, 25, 7, 138, 8, 2, 26, 9, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2364, 32, 7, 1266, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[155, 9, 228, 4, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[15, 2365, 10, 9, 6, 2366, 313, 394, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[5, 35, 39, 6, 47, 2367, 518, 15, 52, 900, 283, 24, 388, 2368, 2369, 16, 2, 2370, 626, 38, 2, 518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[102, 87, 7, 288, 2371, 2372, 208, 60, 102, 73, 2373, 2374, 15, 5, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[58, 321, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[138, 1267, 1267, 7, 52, 901, 1268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[34, 196, 102, 63, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[60, 33, 42, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[26, 365, 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5, 9, 12, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[23, 2, 57, 282, 84, 902, 1269, 47, 19, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[81, 248, 9, 205, 4, 80, 152, 202, 71, 2, 369, 761, 1270, 1271, 4, 2375, 1272, 152, 1273, 495, 7, 81, 292, 4, 213, 1272, 7, 63, 0, 0, 0, 0]",1
"[2, 66, 19, 154, 9, 81, 443, 152, 9, 17, 324, 4, 326, 2, 2376, 1274, 35, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[58, 291, 15, 447, 13, 2, 103, 24, 432, 574, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3, 276, 84, 2377, 445, 15, 10, 702, 2378, 2, 892, 9, 502, 4, 84, 504, 353, 44, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[10, 8, 43, 11, 2, 101, 2379, 22, 3, 25, 87, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[29, 34, 158, 7, 2380, 4, 27, 6, 205, 2381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 26, 9, 142, 81, 1275, 9, 444, 4, 2382, 4, 34, 110, 6, 20, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2, 903, 8, 446, 4, 56, 8, 523, 1276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[60, 63, 42, 246, 703, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2383, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[258, 249, 1277, 520, 35, 33, 904, 2384, 8, 12, 22, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
